Clave;Clave Alterna;Descripcion;Categoria;SubCategoria;Modelo;Marca;Servicio;StockMin;StockMax;Precio Instalacion;Precio Compra;Precio 1;Precio 2;Precio 3;Precio 4;Precio 5;Mayoreo 1;Mayoreo 2;Mayoreo 3;Mayoreo 4;Mayoreo 5;Existencia
102976076;36077;TACTIL P SMART 2018 NEGRO;TELEFONOS;TACTIL;FLG-LX1 FIG-LX3;HUAWEI;N;30;50;0;0;0;0;0;0;0;0;0;0;0;0;0
102936078;36078;TACTIL Y9 2018/ENJOY 8 PLUS BLANCO  ;TELEFONOS;TACTIL;FLA-L22 FLA-LX2 FLA-LX3 FLA-AL00 FLA-LA1;HUAWEI;N;15;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102773064;36079;TACTIL T3 8.0 NEGRO;TELEFONOS;TACTIL;KOB-L09  KOB-W09;HUAWEI;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102126080;36080;TACTIL P SMART 2018 AZUL;TELEFONOS;TACTIL;FLG-LX1 FIG-LX3;HUAWEI;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102126081;36081;TACTIL P20 LITE/NOVA 3 DORADO;TELEFONOS;TACTIL;ANE-LX1 ANE-LX3 ANE-L02 ANE-L22;HUAWEI;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102126082;36082;TACTIL P20 LITE/NOVA 3 ROSA;TELEFONOS;TACTIL;ANE-LX1 ANE-LX3 ANE-L02 ANE-L22;HUAWEI;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102126083;36083;TACTIL P20 LITE/NOVA 3 AZUL;TELEFONOS;TACTIL;ANE-LX1 ANE-LX3 ANE-L02 ANE-L22;HUAWEI;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102126084;36084;TACTIL Y6 2018 DORADO;TELEFONOS;TACTIL;ATU-L11 ATU-L21 ATU-L22 ATU-LX3;HUAWEI;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102136086;36086;TACTIL Y5 PRIME 2018/Y5 2018 NEGRO;TELEFONOS;TACTIL;DRA-LX2 DRA-LX5 DRA-L21;HUAWEI;N;10;30;0;0;0;0;0;0;0;0;0;0;0;0;0
102136087;36087;TACTIL Y5 PRIME 2018/Y5 2018 BLANCO;TELEFONOS;TACTIL;DRA-LX2 DRA-LX5 DRA-L21;HUAWEI;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102736091;36091;TACTIL MEDIAPAD T3 NEGRO;TELEFONOS;TACTIL;AGS-L03, AGS-L09;HUAWEI;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102636092;36092;TACTIL Y9 2018/ENJOY 8 PLUS NEGRO;TELEFONOS;TACTIL;FLA-L22 FLA-LX2 FLA-LX3 FLA-AL00 FLA-LA1;HUAWEI;N;10;30;0;0;0;0;0;0;0;0;0;0;0;0;0
102636094;36094;TACTIL G730 NEGRO;TELEFONOS;TACTIL;G730 G730-U00 G730-C00 G730-T00;HUAWEI;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102136095;36095;TACTIL Y3-2 3G DORADO;TELEFONOS;TACTIL;LUA-L03;HUAWEI;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102136096;36096;TACTIL P9 LITE 2017/P9 LITE 2017 AZUL  ;TELEFONOS;TACTIL;PRA-LX3 PRA-LA1;HUAWEI;N;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0
102536097;36097;TACTIL Y6 PRO 2017/P9 LITE MINI 2017/ NEGRO;TELEFONOS;TACTIL;SLA-L23 SLA-L22;HUAWEI;N;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0
102536098;36098;TACTIL Y7 2019/Y7 PRO 2019/Y7 PRIME 2019 NEGRO;TELEFONOS;TACTIL;DUB-LX3 DUB-LX2 DUB-L23 DUB-L21 DUB-LX1;HUAWEI;N;20;40;0;0;0;0;0;0;0;0;0;0;0;0;0
102536099;36099;TACTIL Y6 2019/Y6 PRO 2019 NEGRO;TELEFONOS;TACTIL;MRD-LX3;HUAWEI;N;20;30;0;0;0;0;0;0;0;0;0;0;0;0;0
102736100;36100;TACTIL GR3 NEGRO  ;TELEFONOS;TACTIL;TAG-L21 TAG-L22 TAG-L03 TAG-L01 TAG-L13 TAG-L23;HUAWEI;N;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0
102736101;36101;TACTIL GR3 BLANCO;TELEFONOS;TACTIL;TAG-L21 TAG-L22 TAG-L03 TAG-L01 TAG-L13 TAG-L23;HUAWEI;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102454511;36500;TACTIL FUN NEGRO;TELEFONOS;TACTIL;FUN;OWN;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325649;36502;TACTIL S5030 NEGRO;TELEFONOS;TACTIL;S5030;OWN;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102325651;36504;TACTIL S3001D S3000;TELEFONOS;TACTIL;S3001D S3000;OWN;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102325652;36505;TACTIL S4025 NEGRO;TELEFONOS;TACTIL;S4025;OWN;N;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0
102384659;36508;TACTIL FUN+ NEGRO;TELEFONOS;TACTIL;FUN+   FUN PLUS;OWN;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102445500;36509;TACTIL SMART VALUE NEGRO;TELEFONOS;TACTIL;SMART VALUE;OWN;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102441141;36510;TACTIL S4035 NEGRO;TELEFONOS;TACTIL;S4035;OWN;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102982111;36511;TACTIL S4025 BLANCO;TELEFONOS;TACTIL;S4025;OWN;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102871409;36513;TACTIL FUN VALUE NEGRO;TELEFONOS;TACTIL;FUN VALUE;OWN;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102983651;36514;TACTIL FUN VALUE LITE NEGRO;TELEFONOS;TACTIL;FUN VALUE;OWN;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102736517;36517;TACTIL FUN 6 NEGRO;TELEFONOS;TACTIL;FUN 6;OWN;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102736518;36518;TACTIL S3030 BLANCO;TELEFONOS;TACTIL;S3030 3030;OWN;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325655;36801;TACTIL A50C  ;TELEFONOS;TACTIL;A50C;AZUMI;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102325656;36802;TACTIL A50C+ PLUS  ;TELEFONOS;TACTIL;A50C+;AZUMI;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102325657;36803;TACTIL A35S NEGRO;TELEFONOS;TACTIL;A35S;AZUMI;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325658;36804;TACTIL KL35;TELEFONOS;TACTIL;KL35;AZUMI;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325659;36805;TACTIL A35C/A35C LITE NEGRO;TELEFONOS;TACTIL;A35C;AZUMI;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102325661;36807;TACTIL A40C NEGRO;TELEFONOS;TACTIL;A40C;AZUMI;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102325662;36808;TACTIL A45TV;TELEFONOS;TACTIL;A45TV;AZUMI;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325663;36809;TACTIL A50LT;TELEFONOS;TACTIL;A50LT;AZUMI;N;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102650099;36811;TACTIL A5QL/A5 QL NEGRO;TELEFONOS;TACTIL;A5QL;AZUMI;N;15;40;0;0;0;0;0;0;0;0;0;0;0;0;0
102369101;36813;TACTIL A5Q NEGRO;TELEFONOS;TACTIL;A5Q;AZUMI;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102980120;36814;TACTIL A55T NEGRO;TELEFONOS;TACTIL;A55T;AZUMI;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102401200;36815;TACTIL A40S/A40 STYLE LITE NEGRO;TELEFONOS;TACTIL;A40S, A40;AZUMI;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102980116;36816;TACTIL A50 STYLE PLUS NEGRO;TELEFONOS;TACTIL;A50;AZUMI;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102536817;36817;TACTIL A4Q/A4 Q NEGRO;TELEFONOS;TACTIL;A4Q;AZUMI;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102536818;36818;TACTIL SPEED 5.5 GRIS  ;TELEFONOS;TACTIL;SPEED 5.5;AZUMI;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102536819;36819;TACTIL K5QL NEGRO;TELEFONOS;TACTIL;K5QL;AZUMI;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102325665;36901;TACTIL B8405;TELEFONOS;TACTIL;B8405;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325666;36902;TACTIL B8406 NEGRO;TELEFONOS;TACTIL;B8406;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325667;36903;TACTIL B8407;TELEFONOS;TACTIL;B8407;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325668;36904;TACTIL B8502 BLANCO;TELEFONOS;TACTIL;B8502 B8503;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325670;36905;TACTIL B8403;TELEFONOS;TACTIL;B8403;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325671;36906;TACTIL B8504 NEGRO;TELEFONOS;TACTIL;B8504;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325672;36907;TACTIL B8408 BLANCO;TELEFONOS;TACTIL;B8408;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325674;36908;TACTIL B8409 BLANCO;TELEFONOS;TACTIL;B8409;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325676;36909;TACTIL B8503 BLANCO;TELEFONOS;TACTIL;B8503;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325678;36910;TACTIL B8601 NEGRO;TELEFONOS;TACTIL;B8601;BITEL;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102325679;36911;TACTIL B8602 NEGRO;TELEFONOS;TACTIL;B8602;BITEL;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102325680;36912;TACTIL B8402/S8402 NEGRO;TELEFONOS;TACTIL;B8402/S8402;BITEL;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102325681;36913;TACTIL B8413 NEGRO;TELEFONOS;TACTIL;B8413;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325682;36914;TACTIL B8410 NEGRO;TELEFONOS;TACTIL;B8410;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325683;36915;TACTIL B8413 BLANCO;TELEFONOS;TACTIL;B8413;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325684;36916;TACTIL B8410 BLANCO;TELEFONOS;TACTIL;B8410;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325669;36917;TACTIL B8502 NEGRO;TELEFONOS;TACTIL;B8502 B8503;BITEL;N;15;30;0;0;0;0;0;0;0;0;0;0;0;0;0
102325673;36918;TACTIL B8408 NEGRO;TELEFONOS;TACTIL;B8408;BITEL;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325675;36919;TACTIL B8409 NEGRO;TELEFONOS;TACTIL;B8409;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325677;36920;TACTIL B8503 NEGRO;TELEFONOS;TACTIL;B8503;BITEL;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102958764;36921;TACTIL B8602 BLANCO;TELEFONOS;TACTIL;B8602;BITEL;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102333543;36922;TACTIL B8601 BLANCO;TELEFONOS;TACTIL;B8601;BITEL;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102997865;36923;TACTIL B8401 NEGRO;TELEFONOS;TACTIL;B8401;BITEL;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102997835;36924;TACTIL B8415 NEGRO;TELEFONOS;TACTIL;B8415;BITEL;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102997567;36925;TACTIL B8501/S8501 NEGRO;TELEFONOS;TACTIL;B8501;BITEL;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102987695;36926;TACTIL B9501 NEGRO;TELEFONOS;TACTIL;B9501;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102976456;36927;TACTIL B9501 BLANCO;TELEFONOS;TACTIL;B9501;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
1029780092;36928;TACTIL B9503 NEGRO;TELEFONOS;TACTIL;B9503;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102398076;36929;TACTIL B9503 BLANCO;TELEFONOS;TACTIL;B9503;BITEL;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102999409;36930;TACTIL B8603 NEGRO;TELEFONOS;TACTIL;B8603;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102986465;36931;TACTIL B8603 BLANCO;TELEFONOS;TACTIL;B8603;BITEL;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102360120;36934;TACTIL B9502 NEGRO;TELEFONOS;TACTIL;B9502;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102360121;36935;TACTIL B8406 BLANCO;TELEFONOS;TACTIL;B8406;BITEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102986936;36936;TACTIL B9504 NEGRO;TELEFONOS;TACTIL;B9504;BITEL;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102986937;36937;TACTIL B9505 NEGRO;TELEFONOS;TACTIL;B9505;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
103896933;36938;TACTIL B9401 NEGRO;TELEFONOS;TACTIL;B9401;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102936939;36939;TACTIL B8416 NEGRO;TELEFONOS;TACTIL;B8416;BITEL;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102936940;36940;TACTIL PRO 9 NEGRO;TELEFONOS;TACTIL;PRO 9;BITEL;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102536941;36941;TACTIL B8506 NEGRO;TELEFONOS;TACTIL;B8506;BITEL;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102936942;36942;TACTIL B8604 NEGRO;TELEFONOS;TACTIL;B8604;BITEL;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102536943;36943;TACTIL B PRO NEGRO;TELEFONOS;TACTIL;B PRO;BITEL;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325685;37001;TACTIL 535/CT2S1973;TELEFONOS;TACTIL;RM-1089 RM-1090 RM-1091 RM-1092;MICROSOFT;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102325686;37002;TACTIL 435/532 NEGRO;TELEFONOS;TACTIL;RM-1070;MICROSOFT;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102325687;37003;TACTIL 535 /CT2C1607;TELEFONOS;TACTIL;RM-1089 RM-1090 RM-1091 RM-1092;MICROSOFT;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102325689;37302;TACTIL 779 NEGRO;TELEFONOS;TACTIL;779;AVVIO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325690;37303;TACTIL 774 NEGRO;TELEFONOS;TACTIL;774;AVVIO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102321232;37304;TACTIL 774 BLANCO;TELEFONOS;TACTIL;774;AVVIO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102930120;37305;TACTIL L600 NEGRO;TELEFONOS;TACTIL;L600;AVVIO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102984699;37306;TACTIL L640 NEGRO;TELEFONOS;TACTIL;L640;AVVIO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102373021;37307;TACTIL L600 BLANCO;TELEFONOS;TACTIL;L600;AVVIO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325306;37309;TACTIL S750/750 BLANCO;TELEFONOS;TACTIL;S750, 750;AVVIO;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325691;37401;TACTIL AX524 NEGRO;TELEFONOS;TACTIL;AX524;BMOBILE;N;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0
102325692;37402;TACTIL AX620 NEGRO;TELEFONOS;TACTIL;AX620;BMOBILE;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325693;37403;TACTIL AX1065 NEGRO;TELEFONOS;TACTIL;AX1065;BMOBILE;N;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102325694;37404;TACTIL AX1020 NEGRO;TELEFONOS;TACTIL;AX1020;BMOBILE;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325695;37405;TACTIL AX675 NEGRO;TELEFONOS;TACTIL;AX675;BMOBILE;N;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325696;37406;TACTIL AX620 BLANCO;TELEFONOS;TACTIL;AX620;BMOBILE;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325697;37407;TACTIL AX1065 BLANCO;TELEFONOS;TACTIL;AX1065;BMOBILE;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325698;37408;TACTIL AX675 BLANCO;TELEFONOS;TACTIL;AX675;BMOBILE;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102562314;37410;TACTIL AX670 NEGRO;TELEFONOS;TACTIL;AX670;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102562315;37411;TACTIL AX680+ NEGRO;TELEFONOS;TACTIL;AX680+;BMOBILE;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102137412;37412;TACTIL  AX821 NEGRO  ;TELEFONOS;TACTIL;AX821;BMOBILE;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102324802;37413;TACTIL AX820 NEGRO;TELEFONOS;TACTIL;AX820;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102324803;37414;TACTIL AX685 NEGRO;TELEFONOS;TACTIL;AX685;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325576;37415;TACTIL AX681 NEGRO;TELEFONOS;TACTIL;AX681;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325577;37416;TACTIL AX680 NEGRO;TELEFONOS;TACTIL;AX680;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325578;37417;TACTIL AX650 NEGRO;TELEFONOS;TACTIL;AX650;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325580;37418;TACTIL AX1085 NEGRO;TELEFONOS;TACTIL;AX1085;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325581;37419;TACTIL AX1030 NEGRO;TELEFONOS;TACTIL;AX1030;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325582;37420;TACTIL AX920 NEGRO;TELEFONOS;TACTIL;AX920;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325583;37421;TACTIL AX960 NEGRO;TELEFONOS;TACTIL;AX960;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102911207;37422;TACTIL AX825 NEGRO  ;TELEFONOS;TACTIL;AX825;BMOBILE;N;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0
102776521;37423;TACTIL AX1073 NEGRO;TELEFONOS;TACTIL;AX1073;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325759;37424;TACTIL AX823 NEGRO;TELEFONOS;TACTIL;AX823;BMOBILE;N;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
102325699;37601;TACTIL S106  ;TELEFONOS;TACTIL;S106;LANIX;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325700;37602;TACTIL S130 NEGRO;TELEFONOS;TACTIL;S130;LANIX;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325701;37603;TACTIL S120  ;TELEFONOS;TACTIL;S120;LANIX;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325702;37604;TACTIL X110  NEGRO;TELEFONOS;TACTIL;X110;LANIX;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102325703;37605;TACTIL L1000 NEGRO;TELEFONOS;TACTIL;L1000;LANIX;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102984501;37606;TACTIL ILIUM LT510 NEGRO;TELEFONOS;TACTIL;LT510;LANIX;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102537608;37608;TACTIL LT520 NEGRO;TELEFONOS;TACTIL;LT520;LANIX;N;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0
102537609;37609;TACTIL L820 NEGRO;TELEFONOS;TACTIL;L820;LANIX;N;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0
102325704;37801;TACTIL A319 NEGRO;TELEFONOS;TACTIL;A319;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325705;37802;TACTIL A369I NEGRO;TELEFONOS;TACTIL;A369I;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325706;37803;TACTIL A516 NEGRO;TELEFONOS;TACTIL;A516;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325707;37804;TACTIL S820 NEGRO;TELEFONOS;TACTIL;S820;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325708;37805;TACTIL A2010 NEGRO;TELEFONOS;TACTIL;A2010 A2010A;LENOVO;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102325709;37806;TACTIL K3/A6000;TELEFONOS;TACTIL;K3, K30-T;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325710;37807;TACTIL K5 BLANCO;TELEFONOS;TACTIL;A6020;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325713;37808;TACTIL A606;TELEFONOS;TACTIL;A606;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325711;37809;TACTIL K5 DORADO;TELEFONOS;TACTIL;A6020;LENOVO;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102325712;37810;TACTIL K5 NEGRO;TELEFONOS;TACTIL;A6020;LENOVO;N;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102333760;37812;TACTIL TAB 2 A7-30 NEGRO;TELEFONOS;TACTIL;A3300, A3300T, A3300-GV, A3300-HV;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102387678;37814;TACTIL TAB 2 A10-30 NEGRO;TELEFONOS;TACTIL;A10-30, YT3-X30, TB2-X30F, TB2-X30L ,TB2-X30M;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102997870;37815;TACTIL TB3-710F NEGRO;TELEFONOS;TACTIL;TB3-710L, TB3-710I, TB3-710F, TAB3-710F;LENOVO;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102981100;37816;TACTIL A700-F NEGRO;TELEFONOS;TACTIL;A700-F;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102984788;37817;TACTIL A1010/A2016/A PLUS NEGRO;TELEFONOS;TACTIL;A1010,A20,A40;LENOVO;N;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0
102458769;37819;TACTIL PHAB 2 NEGRO;TELEFONOS;TACTIL;PB2-650, PB2-650N, PB2-650M, PB2-650Y;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102650147;37820;TACTIL TAB 10 NEGRO;TELEFONOS;TACTIL;TB-X103F, TB-X103;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102387822;37822;TACTIL TAB2 A8-50F BLANCO;TELEFONOS;TACTIL;A850F;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102378230;37823;TACTIL TAB3 TB-X103F NEGRO;TELEFONOS;TACTIL;TB-X103F, TB-X103;LENOVO;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102937824;37824;TACTIL VIBE K6/K6 POWER NEGRO;TELEFONOS;TACTIL;K33B36, K33B37,  K33A42 ,K33A48;LENOVO;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102937825;37825;TACTIL VIBE K6/K6 POWER BLANCO;TELEFONOS;TACTIL;K33B36, K33B37,  K33A42 ,K33A48;LENOVO;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102537827;37827;TACTIL IDEA TAB A3000 NEGRO;TELEFONOS;TACTIL;A3000, A3000H;LENOVO;N;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0
102537828;37828;TACTIL IDEA TAB A3000 BLANCO;TELEFONOS;TACTIL;A3000, A3000H;LENOVO;N;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0
102537829;37829;TACTIL MIIX 320 NEGRO;TELEFONOS;TACTIL;320-10ICR, MIIX 320;LENOVO;N;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0
102537830;37830;TACTIL TB-8304F NEGRO;TELEFONOS;TACTIL;TB-8304F1, TB-8304F, TB-8304;LENOVO;N;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0
102537831;37831;TACTIL MIIX 310 NEGRO;TELEFONOS;TACTIL;MIIX-310, 310-10ICR;LENOVO;N;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0
102537832;37832;TACTIL A3300/A7-30  BLANCO;TELEFONOS;TACTIL;A3300, A3300T, A3300-GV, A3300-HV;LENOVO;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102737833;37833;TACTIL PHAB 2 PLUS NEGRO;TELEFONOS;TACTIL;PB2-670M, PB2-670Y ,P670 ,PB2-670N;LENOVO;N;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0
102837835;37835;TACTIL VIBE K6 NOTE NEGRO;TELEFONOS;TACTIL;K33B36, K33B37;LENOVO;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102837836;37836;TACTIL VIBE K6 NOTE BLANCO;TELEFONOS;TACTIL;K33B36, K33B37;LENOVO;N;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0
102325714;37901;TACTIL S1050 NEGRO;TELEFONOS;TACTIL;S1050;M4TEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325715;37902;TACTIL S1060;TELEFONOS;TACTIL;S1060;M4TEL;N;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325716;37903;TACTIL S4045 M4 NEGRO;TELEFONOS;TACTIL;4045S4045SS4045;M4TEL;N;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0
